#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_002516.2",2818719,2818886,"-",882883,,"PA2501","NP_251191.1",55,"hypothetical protein PA2501"
"chromosome","NC_002516.2",2818990,2820489,"-",882814,,"PA2502","NP_251192.1",499,"hypothetical protein PA2502"
"chromosome","NC_002516.2",2820448,2821701,"+",882815,,"PA2503","NP_251193.1",417,"hypothetical protein PA2503"
"chromosome","NC_002516.2",2821705,2822322,"-",882987,,"PA2504","NP_251194.1",205,"hypothetical protein PA2504"
"chromosome","NC_002516.2",2822574,2823920,"-",882988,"opdT","PA2505","NP_251195.1",448,"tyrosine porin OpdT"
"chromosome","NC_002516.2",2824283,2824501,"+",879146,,"PA2506","NP_251196.1",72,"hypothetical protein PA2506"
"chromosome","NC_002516.2",2824659,2825591,"-",879147,"catA","PA2507","NP_251197.1",310,"catechol 1,2-dioxygenase"
"chromosome","NC_002516.2",2825636,2825926,"-",882967,"catC","PA2508","NP_251198.1",96,"muconolactone delta-isomerase"
"chromosome","NC_002516.2",2825958,2827079,"-",882968,"catB","PA2509","NP_251199.1",373,"muconate cycloisomerase I"
"chromosome","NC_002516.2",2827241,2828113,"+",882821,"catR","PA2510","NP_251200.1",290,"transcriptional regulator CatR"
"chromosome","NC_002516.2",2828122,2829123,"-",882822,,"PA2511","NP_251201.1",333,"transcriptional regulator"
"chromosome","NC_002516.2",2829440,2830834,"+",882892,"antA","PA2512","NP_251202.1",464,"anthranilate dioxygenase large subunit"
"chromosome","NC_002516.2",2830831,2831322,"+",882978,"antB","PA2513","NP_251203.1",163,"anthranilate dioxygenase small subunit"
"chromosome","NC_002516.2",2831341,2832363,"+",882979,"antC","PA2514","NP_251204.1",340,"anthranilate dioxygenase reductase"
"chromosome","NC_002516.2",2832369,2833130,"-",880342,"xylL","PA2515","NP_251205.1",253,"1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase"
"chromosome","NC_002516.2",2833155,2834168,"-",880343,"xylZ","PA2516","NP_251206.1",337,"toluate 1,2-dioxygenase electron transfer subunit"
"chromosome","NC_002516.2",2834202,2834690,"-",882902,"xylY","PA2517","NP_251207.1",162,"toluate 1,2-dioxygenase subunit beta"
"chromosome","NC_002516.2",2834687,2836054,"-",882903,"xylX","PA2518","NP_251208.1",455,"toluate 1,2-dioxygenase subunit alpha"
"chromosome","NC_002516.2",2836171,2837127,"-",882893,"xylS","PA2519","NP_251209.1",318,"transcriptional regulator XylS"
"chromosome","NC_002516.2",2837334,2840489,"-",880332,"czcA","PA2520","NP_251210.1",1051,"resistance-nodulation-cell division (RND) divalent metal cation efflux transporter CzcA"
"chromosome","NC_002516.2",2840512,2841966,"-",880333,"czcB","PA2521","NP_251211.1",484,"resistance-nodulation-cell division (RND) divalent metal cation efflux membrane fusion protein CzcB"
"chromosome","NC_002516.2",2842019,2843305,"-",882894,"czcC","PA2522","NP_251212.1",428,"outer membrane protein CzcC"
"chromosome","NC_002516.2",2843818,2844492,"+",882895,,"PA2523","NP_251213.1",224,"two-component response regulator"
"chromosome","NC_002516.2",2844489,2845907,"+",878718,,"PA2524","NP_251214.1",472,"two-component sensor"
"chromosome","NC_002516.2",2846283,2847779,"-",878719,,"PA2525","NP_251215.1",498,"hypothetical protein PA2525"
"chromosome","NC_002516.2",2847776,2850886,"-",882888,,"PA2526","NP_251216.1",1036,"resistance-nodulation-cell division (RND) efflux transporter"
"chromosome","NC_002516.2",2850883,2854014,"-",882889,,"PA2527","NP_251217.1",1043,"resistance-nodulation-cell division (RND) efflux transporter"
"chromosome","NC_002516.2",2854011,2855291,"-",882937,,"PA2528","NP_251218.1",426,"resistance-nodulation-cell division (RND) efflux membrane fusion protein"
"chromosome","NC_002516.2",2855548,2856981,"+",882938,,"PA2529","NP_251219.1",477,"hypothetical protein PA2529"
"chromosome","NC_002516.2",2856981,2858306,"+",878749,,"PA2530","NP_251220.1",441,"hypothetical protein PA2530"
"chromosome","NC_002516.2",2858503,2859627,"+",878750,,"PA2531","NP_251221.1",374,"aminotransferase"
"chromosome","NC_002516.2",2859777,2860274,"-",880363,"tpx","PA2532","NP_251222.1",165,"2-Cys peroxiredoxin"
"chromosome","NC_002516.2",2860409,2861758,"-",880364,,"PA2533","NP_251223.1",449,"sodium:alanine symporter"
"chromosome","NC_002516.2",2861914,2862825,"-",879890,,"PA2534","NP_251224.1",303,"transcriptional regulator"
"chromosome","NC_002516.2",2862944,2863939,"+",879891,,"PA2535","NP_251225.1",331,"oxidoreductase"
"chromosome","NC_002516.2",2864170,2865105,"-",878084,,"PA2536","NP_251226.1",311,"phosphatidate cytidylyltransferase"
"chromosome","NC_002516.2",2865107,2865736,"-",878085,,"PA2537","NP_251227.1",209,"acyltransferase"
"chromosome","NC_002516.2",2865748,2866200,"-",882943,,"PA2538","NP_251228.1",150,"hypothetical protein PA2538"
"chromosome","NC_002516.2",2866193,2867506,"-",882944,,"PA2539","NP_251229.1",437,"hypothetical protein PA2539"
"chromosome","NC_002516.2",2867542,2869302,"-",880577,,"PA2540","NP_251230.1",586,"hypothetical protein PA2540"
"chromosome","NC_002516.2",2869392,2870027,"-",880578,,"PA2541","NP_251231.1",211,"CDP-alcohol phosphatidyltransferase"
"chromosome","NC_002516.2",2870162,2873827,"-",879814,,"PA2542","NP_251232.1",1221,"hypothetical protein PA2542"
"chromosome","NC_002516.2",2873824,2875563,"-",879815,,"PA2543","NP_251233.1",579,"hypothetical protein PA2543"
"chromosome","NC_002516.2",2875697,2876410,"-",878893,,"PA2544","NP_251234.1",237,"hypothetical protein PA2544"
"chromosome","NC_002516.2",2876555,2877367,"+",878894,"xthA","PA2545","NP_251235.1",270,"exonuclease III"
"chromosome","NC_002516.2",2877477,2877908,"-",882898,,"PA2546","NP_251236.1",143,"ring-cleaving dioxygenase"
"chromosome","NC_002516.2",2877999,2878916,"+",882899,,"PA2547","NP_251237.1",305,"transcriptional regulator"
"chromosome","NC_002516.2",2878976,2880370,"+",880491,,"PA2548","NP_251238.1",464,"hypothetical protein PA2548"
"chromosome","NC_002516.2",2880520,2881563,"+",880492,,"PA2549","NP_251239.1",347,"hypothetical protein PA2549"
"chromosome","NC_002516.2",2881754,2882983,"-",882904,,"PA2550","NP_251240.1",409,"acyl-CoA dehydrogenase"
"chromosome","NC_002516.2",2883157,2884089,"+",882905,,"PA2551","NP_251241.1",310,"transcriptional regulator"
"chromosome","NC_002516.2",2884206,2885333,"-",878531,,"PA2552","NP_251242.1",375,"acyl-CoA dehydrogenase"
"chromosome","NC_002516.2",2885362,2886552,"-",878532,,"PA2553","NP_251243.1",396,"acyl-CoA thiolase"
"chromosome","NC_002516.2",2886570,2887337,"-",882742,,"PA2554","NP_251244.1",255,"short-chain dehydrogenase"
"chromosome","NC_002516.2",2887357,2889024,"-",882743,,"PA2555","NP_251245.1",555,"AMP-binding protein"
"chromosome","NC_002516.2",2889202,2890287,"-",882748,,"PA2556","NP_251246.1",361,"transcriptional regulator"
"chromosome","NC_002516.2",2890356,2892050,"-",882749,,"PA2557","NP_251247.1",564,"AMP-binding protein"
"chromosome","NC_002516.2",2892271,2892963,"+",882533,,"PA2558","NP_251248.1",230,"transporter"
"chromosome","NC_002516.2",2893286,2893828,"-",882534,,"PA2559","NP_251249.1",180,"hypothetical protein PA2559"
"chromosome","NC_002516.2",2894147,2894377,"+",17373363,,"PA2559a","YP_008719755.1",76,"hypothetical protein PA2559a"
"chromosome","NC_002516.2",2894452,2894739,"-",882738,,"PA2560","NP_251250.1",95,"hypothetical protein PA2560"
"chromosome","NC_002516.2",2894908,2896614,"+",882739,,"PA2561","NP_251251.1",568,"methyl-accepting chemotaxis protein CtpH"
"chromosome","NC_002516.2",2896741,2897253,"-",882732,,"PA2562","NP_251252.1",170,"hypothetical protein PA2562"
"chromosome","NC_002516.2",2897610,2899097,"+",882733,,"PA2563","NP_251253.1",495,"sulfate transporter"
"chromosome","NC_002516.2",2899107,2899934,"-",882722,,"PA2564","NP_251254.1",275,"trans-aconitate 2-methyltransferase"
"chromosome","NC_002516.2",2899924,2900349,"-",882723,,"PA2565","NP_251255.1",141,"hypothetical protein PA2565"
"chromosome","NC_002516.2",2900372,2901559,"-",882794,,"PA2566","NP_251256.1",395,"hypothetical protein PA2566"
"chromosome","NC_002516.2",2902218,2903981,"+",882795,,"PA2567","NP_251257.1",587,"hypothetical protein PA2567"
"chromosome","NC_002516.2",2904040,2904447,"-",880015,,"PA2568","NP_251258.1",135,"hypothetical protein PA2568"
"chromosome","NC_002516.2",2904566,2904907,"-",880016,,"PA2569","NP_251259.1",113,"hypothetical protein PA2569"
"chromosome","NC_002516.2",2905182,2905550,"-",882335,"lecA","PA2570","NP_251260.1",122,"PA-I galactophilic lectin"
"chromosome","NC_002516.2",2906166,2907578,"-",878108,,"PA2571","NP_251261.1",470,"two-component sensor"
"chromosome","NC_002516.2",2907656,2908999,"+",878109,,"PA2572","NP_251262.1",447,"two-component response regulator"
"chromosome","NC_002516.2",2909010,2910617,"-",878704,,"PA2573","NP_251263.1",535,"chemotaxis transducer"
"chromosome","NC_002516.2",2910729,2911877,"-",878705,"alkB1","PA2574","NP_251264.1",382,"alkane-1 monooxygenase"
"chromosome","NC_002516.2",2912225,2912827,"+",879686,,"PA2575","NP_251265.1",200,"hypothetical protein PA2575"
"chromosome","NC_002516.2",2912890,2913789,"-",879687,,"PA2576","NP_251266.1",299,"hypothetical protein PA2576"
"chromosome","NC_002516.2",2913922,2914359,"+",880008,,"PA2577","NP_251267.1",145,"transcriptional regulator"
"chromosome","NC_002516.2",2914374,2914934,"+",880009,,"PA2578","NP_251268.1",186,"acetyltransferase"
"chromosome","NC_002516.2",2914966,2915832,"-",879140,"kynA","PA2579","NP_251269.1",288,"tryptophan 2,3-dioxygenase"
"chromosome","NC_002516.2",2916158,2916748,"-",879141,,"PA2580","NP_251270.1",196,"hypothetical protein PA2580"
"chromosome","NC_002516.2",2917172,2918212,"+",880063,,"PA2581","NP_251271.1",346,"hypothetical protein PA2581"
"chromosome","NC_002516.2",2918967,2919500,"-",880077,,"PA2582","NP_251272.1",177,"hypothetical protein PA2582"
"chromosome","NC_002516.2",2919591,2922569,"-",880078,,"PA2583","NP_251273.1",992,"sensor/response regulator hybrid protein"
"chromosome","NC_002516.2",2923367,2923927,"-",880388,"pgsA","PA2584","NP_251274.1",186,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase"
"chromosome","NC_002516.2",2923961,2925787,"-",880581,"uvrC","PA2585","NP_251275.1",608,"excinuclease ABC subunit C"
"chromosome","NC_002516.2",2925788,2926432,"-",880582,"gacA","PA2586","NP_251276.1",214,"response regulator GacA"
"chromosome","NC_002516.2",2926773,2927921,"-",879540,"pqsH","PA2587","NP_251277.1",382,"2-heptyl-3-hydroxy-4(1H)-quinolone synthase"
"chromosome","NC_002516.2",2928539,2929567,"+",879541,,"PA2588","NP_251278.1",342,"transcriptional regulator"
"chromosome","NC_002516.2",2929583,2930797,"-",880600,,"PA2589","NP_251279.1",404,"hypothetical protein PA2589"
"chromosome","NC_002516.2",2930808,2933462,"-",880601,,"PA2590","NP_251280.1",884,"hypothetical protein PA2590"
"chromosome","NC_002516.2",2933582,2934388,"-",878740,,"PA2591","NP_251281.1",268,"transcriptional regulator"
"chromosome","NC_002516.2",2934541,2935644,"+",878741,,"PA2592","NP_251282.1",367,"spermidine/putrescine-binding protein"
"chromosome","NC_002516.2",2935851,2936423,"+",882299,"qteE","PA2593","NP_251283.1",190,"quorum threshold expression protein QteE"
"chromosome","NC_002516.2",2936490,2937449,"-",882300,,"PA2594","NP_251284.1",319,"hypothetical protein PA2594"
"chromosome","NC_002516.2",2937585,2938541,"-",882301,,"PA2595","NP_251285.1",318,"hypothetical protein PA2595"
"chromosome","NC_002516.2",2938553,2939539,"-",882302,,"PA2596","NP_251286.1",328,"hypothetical protein PA2596"
"chromosome","NC_002516.2",2939646,2940797,"-",882303,,"PA2597","NP_251287.1",383,"hypothetical protein PA2597"
"chromosome","NC_002516.2",2940802,2941884,"-",882304,,"PA2598","NP_251288.1",360,"hypothetical protein PA2598"
"chromosome","NC_002516.2",2941894,2942838,"-",882305,,"PA2599","NP_251289.1",314,"hypothetical protein PA2599"
"chromosome","NC_002516.2",2942848,2943915,"-",882306,,"PA2600","NP_251290.1",355,"hypothetical protein PA2600"
"chromosome","NC_002516.2",2944255,2945151,"-",882307,,"PA2601","NP_251291.1",298,"transcriptional regulator"
"chromosome","NC_002516.2",2945264,2945869,"+",882308,,"PA2602","NP_251292.1",201,"hypothetical protein PA2602"
"chromosome","NC_002516.2",2945866,2947449,"+",882309,,"PA2603","NP_251293.1",527,"thiosulfate sulfurtransferase"
"chromosome","NC_002516.2",2947803,2948471,"+",882310,,"PA2604","NP_251294.1",222,"hypothetical protein PA2604"
"chromosome","NC_002516.2",2948582,2948977,"+",882311,,"PA2605","NP_251295.1",131,"sulfurtransferase TusD"
"chromosome","NC_002516.2",2948974,2949333,"+",882312,,"PA2606","NP_251296.1",119,"sulfur relay protein TusC"
"chromosome","NC_002516.2",2949333,2949638,"+",882313,,"PA2607","NP_251297.1",101,"hypothetical protein PA2607"
"chromosome","NC_002516.2",2949635,2949970,"+",882314,,"PA2608","NP_251298.1",111,"hypothetical protein PA2608"
"chromosome","NC_002516.2",2949967,2950950,"+",882315,,"PA2609","NP_251299.1",327,"hypothetical protein PA2609"
"chromosome","NC_002516.2",2951038,2952012,"+",882316,,"PA2610","NP_251300.1",324,"hypothetical protein PA2610"
"chromosome","NC_002516.2",2952017,2953414,"-",882317,"cysG","PA2611","NP_251301.1",465,"siroheme synthase"
"chromosome","NC_002516.2",2953416,2954696,"-",882318,"serS","PA2612","NP_251302.1",426,"serine--tRNA ligase"
"chromosome","NC_002516.2",2954818,2956143,"-",882319,,"PA2613","NP_251303.1",441,"recombination factor protein RarA"
"chromosome","NC_002516.2",2956153,2956779,"-",882320,"lolA","PA2614","NP_251304.1",208,"outer-membrane lipoprotein carrier protein"
"chromosome","NC_002516.2",2956805,2959240,"-",882321,"ftsK","PA2615","NP_251305.1",811,"DNA translocase FtsK"
"chromosome","NC_002516.2",2959468,2960418,"+",882322,"trxB1","PA2616","NP_251306.1",316,"thioredoxin reductase"
"chromosome","NC_002516.2",2960456,2961136,"+",882323,"aat","PA2617","NP_251307.1",226,"leucyl/phenylalanyl-tRNA--protein transferase"
"chromosome","NC_002516.2",2961191,2961898,"+",882324,,"PA2618","NP_251308.1",235,"arginyl-tRNA--protein transferase"
"chromosome","NC_002516.2",2962003,2962221,"+",882325,"infA","PA2619","NP_251309.1",72,"translation initiation factor IF-1"
"chromosome","NC_002516.2",2962303,2964579,"-",882326,"clpA","PA2620","NP_251310.1",758,"ATP-binding protease component ClpA"
"chromosome","NC_002516.2",2964607,2964975,"-",882327,,"PA2621","NP_251311.4",122,"ATP-dependent Clp protease adapter protein Clp"
"chromosome","NC_002516.2",2965201,2965473,"+",882328,"cspD","PA2622","NP_251312.1",90,"cold-shock protein CspD"
"chromosome","NC_002516.2",2965546,2966802,"-",882329,"icd","PA2623","NP_251313.1",418,"isocitrate dehydrogenase"
"chromosome","NC_002516.2",2967161,2969386,"+",882330,"idh","PA2624","NP_251314.1",741,"isocitrate dehydrogenase"
"chromosome","NC_002516.2",2969473,2969943,"+",882331,,"PA2625","NP_251315.1",156,"hypothetical protein PA2625"
"chromosome","NC_002516.2",2969987,2971114,"+",882332,"trmU","PA2626","NP_251316.1",375,"tRNA-specific 2-thiouridylase MnmA"
"chromosome","NC_002516.2",2971111,2971731,"+",882333,,"PA2627","NP_251317.1",206,"high frequency lysogenization protein HflD"
"chromosome","NC_002516.2",2971734,2972624,"+",882334,,"PA2628","NP_251318.1",296,"hypothetical protein PA2628"
"chromosome","NC_002516.2",2972699,2974069,"+",882336,"purB","PA2629","NP_251319.1",456,"adenylosuccinate lyase"
"chromosome","NC_002516.2",2974129,2975298,"+",882337,,"PA2630","NP_251320.1",389,"hypothetical protein PA2630"
"chromosome","NC_002516.2",2975291,2975716,"+",882338,,"PA2631","NP_251321.1",141,"acetyltransferase"
"chromosome","NC_002516.2",2975723,2976343,"+",882339,,"PA2632","NP_251322.1",206,"hypothetical protein PA2632"
"chromosome","NC_002516.2",2976340,2977161,"+",882340,,"PA2633","NP_251323.1",273,"hypothetical protein PA2633"
"chromosome","NC_002516.2",2977756,2979351,"+",882341,"aceA","PA2634","NP_251324.1",531,"isocitrate lyase"
"chromosome","NC_002516.2",2979530,2981548,"+",882342,,"PA2635","NP_251325.1",672,"hypothetical protein PA2635"
"chromosome","NC_002516.2",2981627,2982181,"+",882343,,"PA2636","NP_251326.1",184,"hypothetical protein PA2636"
"chromosome","NC_002516.2",2982781,2983194,"+",882344,"nuoA","PA2637","NP_251327.1",137,"NADH-quinone oxidoreductase subunit A"
"chromosome","NC_002516.2",2983205,2983882,"+",882345,"nuoB","PA2638","NP_251328.1",225,"NADH-quinone oxidoreductase subunit B"
"chromosome","NC_002516.2",2983963,2985744,"+",882346,"nuoD","PA2639","NP_251329.1",593,"NADH:-quinone oxidoreductase subunit C/D"
"chromosome","NC_002516.2",2985746,2986246,"+",882347,"nuoE","PA2640","NP_251330.1",166,"NADH-quinone oxidoreductase subunit E"
"chromosome","NC_002516.2",2986243,2987589,"+",882348,"nuoF","PA2641","NP_251331.1",448,"NADH dehydrogenase I subunit F"
"chromosome","NC_002516.2",2987721,2990438,"+",882349,"nuoG","PA2642","NP_251332.1",905,"NADH-quinone oxidoreductase subunit G"
"chromosome","NC_002516.2",2990435,2991430,"+",882350,"nuoH","PA2643","NP_251333.1",331,"NADH-quinone oxidoreductase subunit H"
"chromosome","NC_002516.2",2991442,2991990,"+",882353,"nuoI","PA2644","NP_251334.1",182,"NADH-quinone oxidoreductase subunit I"
"chromosome","NC_002516.2",2992002,2992502,"+",882354,"nuoJ","PA2645","NP_251335.1",166,"NADH-quinone oxidoreductase subunit J"
"chromosome","NC_002516.2",2992548,2992856,"+",882355,"nuoK","PA2646","NP_251336.1",102,"NADH-quinone oxidoreductase subunit K"
"chromosome","NC_002516.2",2992853,2994700,"+",882356,"nuoL","PA2647","NP_251337.1",615,"NADH-quinone oxidoreductase subunit L"
"chromosome","NC_002516.2",2994728,2996257,"+",882357,"nuoM","PA2648","NP_251338.1",509,"NADH-quinone oxidoreductase subunit M"
"chromosome","NC_002516.2",2996265,2997725,"+",882358,"nuoN","PA2649","NP_251339.1",486,"NADH-quinone oxidoreductase subunit N"
"chromosome","NC_002516.2",2997840,2998649,"+",882359,,"PA2650","NP_251340.1",269,"hypothetical protein PA2650"
"chromosome","NC_002516.2",2998856,2999914,"-",882360,,"PA2651","NP_251341.1",352,"hypothetical protein PA2651"
"chromosome","NC_002516.2",3000074,3001759,"-",882361,,"PA2652","NP_251342.1",561,"methyl-accepting chemotaxis protein"
"chromosome","NC_002516.2",3001873,3003198,"-",882362,,"PA2653","NP_251343.1",441,"transporter"
"chromosome","NC_002516.2",3003457,3005601,"+",882363,,"PA2654","NP_251344.1",714,"chemotaxis transducer"
"chromosome","NC_002516.2",3005606,3005914,"-",882364,,"PA2655","NP_251345.1",102,"hypothetical protein PA2655"
"chromosome","NC_002516.2",3006005,3007342,"-",882365,,"PA2656","NP_251346.1",445,"two-component sensor"
"chromosome","NC_002516.2",3007339,3008010,"-",882366,,"PA2657","NP_251347.1",223,"two-component response regulator"
"chromosome","NC_002516.2",3008010,3008324,"-",882367,,"PA2658","NP_251348.1",104,"hypothetical protein PA2658"
"chromosome","NC_002516.2",3008324,3008632,"-",882368,,"PA2659","NP_251349.1",102,"hypothetical protein PA2659"
"chromosome","NC_002516.2",3008847,3009929,"+",882369,,"PA2660","NP_251350.1",360,"hypothetical protein PA2660"
